,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kalabo,ZM,-14.97,22.6814,59.61,64,0,5.91,clear sky
345,Severo-Kurilsk,RU,50.6789,156.125,31.23,74,24,23.51,few clouds
346,Ostrovnoy,RU,68.0531,39.5131,28.58,85,29,21.23,scattered clouds
347,Ilo,PE,-17.6394,-71.3375,66.78,83,29,6.82,scattered clouds
348,Ketchikan,US,55.3422,-131.6461,37.4,87,90,9.22,light rain
349,Honiara,SB,-9.4333,159.95,84.99,69,94,6.78,overcast clouds
350,Sabang,ID,5.8933,95.3214,83.62,72,52,8.5,broken clouds
351,Namatanai,PG,-3.6667,152.4333,82.13,79,98,8.93,light rain
352,Birao,CF,10.2849,22.7882,73.63,11,100,4.45,overcast clouds
353,Eureka,US,40.8021,-124.1637,52.0,53,1,18.41,clear sky
354,Dzhida,RU,50.6772,106.1806,32.18,37,100,19.42,overcast clouds
355,Iturama,BR,-19.7281,-50.1956,69.28,46,0,5.95,clear sky
356,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.13,96,100,8.72,heavy intensity rain
357,Jumla,NP,29.2747,82.1838,53.71,15,0,2.3,clear sky
358,Ler,SS,8.3018,30.1418,82.31,40,100,3.69,overcast clouds
359,Touros,BR,-5.1989,-35.4608,77.0,88,75,3.44,moderate rain
360,Kanniyakumari,IN,8.0833,77.5667,81.91,70,2,2.44,clear sky
361,Ilulissat,GL,69.2167,-51.1,21.2,79,90,8.05,overcast clouds
362,Aquiraz,BR,-3.9014,-38.3911,82.4,89,40,11.5,scattered clouds
363,Salinas,US,36.6777,-121.6555,59.0,55,1,10.36,clear sky
364,Buraydah,SA,26.326,43.975,71.6,37,40,10.36,scattered clouds
365,Bella Union,UY,-30.2752,-57.6007,77.11,72,54,10.33,broken clouds
366,Sompeta,IN,18.9333,84.6,83.79,55,2,6.24,clear sky
367,Kouroussa,GN,10.65,-9.8833,86.61,37,91,5.88,overcast clouds
368,Udachnyy,RU,66.4167,112.4,6.94,61,2,3.67,clear sky
369,Inverell,AU,-29.7833,151.1167,68.0,52,0,10.0,clear sky
370,Bhikhi,IN,30.0667,75.5333,77.83,15,0,4.07,clear sky
371,Ballina,AU,-28.8667,153.5667,77.0,38,15,13.8,few clouds
372,Bilma,NE,18.6853,12.9164,81.52,8,2,8.95,clear sky
373,Vucje,RS,42.8653,21.9114,42.01,60,0,1.14,clear sky
374,Hajipur,IN,25.6833,85.2167,73.4,33,20,4.85,haze
375,Adeje,ES,28.1227,-16.726,64.99,72,20,2.3,few clouds
376,Palauig,PH,15.435,119.9045,85.26,59,91,4.16,overcast clouds
377,Novyy Starodub,UA,48.5158,33.1733,37.4,48,0,8.95,clear sky
378,Rodney,CA,42.5668,-81.6831,64.0,55,20,20.71,few clouds
379,Agadir,MA,30.4202,-9.5982,62.6,82,75,5.75,broken clouds
380,Tevriz,RU,57.509,72.4042,31.41,91,100,4.52,overcast clouds
381,Fairlie,GB,55.756,-4.8556,30.2,93,100,5.75,overcast clouds
382,Talaya,RU,61.3833,152.75,2.59,73,100,9.62,overcast clouds
383,Green River,US,41.5286,-109.4662,53.6,15,1,33.38,clear sky
384,Moose Factory,CA,51.2585,-80.6094,51.8,82,90,6.91,overcast clouds
385,Hobyo,SO,5.3505,48.5268,81.48,61,12,14.54,few clouds
386,Shahe,CN,39.2708,113.5478,51.39,52,100,5.21,light rain
387,Kota Kinabalu,MY,5.9749,116.0724,86.0,74,20,3.44,few clouds
388,Munxar,MT,36.0307,14.2348,57.2,72,75,13.8,broken clouds
389,Vila Velha,BR,-20.3297,-40.2925,68.0,88,20,3.44,few clouds
390,Ust-Uda,RU,54.1742,103.0304,24.78,61,10,8.14,clear sky
391,San Carlos De Bariloche,AR,-41.1456,-71.3082,48.2,57,40,19.57,scattered clouds
392,Rusape,ZW,-18.5278,32.1284,51.22,94,0,2.39,clear sky
393,Bonthe,SL,7.5264,-12.505,79.34,90,100,5.19,overcast clouds
394,Meulaboh,ID,4.1363,96.1285,80.82,79,30,3.65,scattered clouds
395,Mareeba,AU,-17.0,145.4333,90.0,66,99,8.05,overcast clouds
396,Asyut,EG,27.181,31.1837,51.8,71,0,10.36,clear sky
397,Ahipara,NZ,-35.1667,173.1667,72.84,64,0,5.19,clear sky
398,Makinsk,KZ,52.6292,70.4169,29.39,93,21,10.74,few clouds
399,Bosaso,SO,11.2842,49.1816,77.31,65,0,12.88,clear sky
400,Canoa,DO,18.355,-71.1585,78.8,69,75,16.11,broken clouds
401,Labe,GN,11.3182,-12.2833,71.37,58,7,4.09,clear sky
402,Dumka,IN,24.2667,87.25,87.01,45,2,5.37,clear sky
403,Lityn,UA,49.3251,28.0809,37.15,65,0,6.71,clear sky
404,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,51,0,19.57,clear sky
405,Kieta,PG,-6.2167,155.6333,79.63,83,100,4.21,light rain
406,Yagodnoye,RU,62.55,149.6667,1.94,74,100,5.01,overcast clouds
407,Susanville,US,40.4163,-120.653,69.8,16,1,11.5,clear sky
408,Kushima,JP,31.4583,131.2333,64.4,59,75,18.41,broken clouds
409,Gorontalo,ID,0.5412,123.0595,88.92,59,30,1.54,scattered clouds
410,Ardahan,TR,41.1087,42.7022,37.81,96,100,4.38,overcast clouds
411,Broken Hill,AU,-31.95,141.4333,59.0,47,90,20.71,overcast clouds
412,Hutang,CN,31.5333,119.4833,53.01,99,100,5.01,overcast clouds
413,Sur,OM,22.5667,59.5289,79.21,63,0,8.03,clear sky
414,Usinsk,RU,65.9939,57.5281,32.59,89,100,21.25,overcast clouds
415,Korla,CN,41.7597,86.1469,56.8,43,3,6.73,clear sky
416,Avera,US,33.194,-82.5271,64.4,100,1,3.44,clear sky
417,Lusambo,CD,-4.9667,23.45,68.32,95,100,2.84,overcast clouds
418,Cabedelo,BR,-6.9811,-34.8339,75.2,100,75,5.75,broken clouds
419,Tolstoy-Yurt,RU,43.4444,45.7722,44.6,93,90,4.47,overcast clouds
420,Dzaoudzi,YT,-12.7887,45.2699,77.0,94,20,4.61,few clouds
421,Luderitz,NA,-26.6481,15.1594,73.6,50,0,7.85,clear sky
422,Tiarei,PF,-17.5333,-149.3333,86.0,66,40,16.11,light rain
423,Turbat,PK,26.0023,63.044,75.07,38,0,1.3,clear sky
424,Sfantu Gheorghe,RO,45.8667,25.7833,33.01,77,0,1.99,clear sky
425,Pringsewu,ID,-5.3582,104.9744,79.41,87,84,1.59,broken clouds
426,Nantucket,US,41.2835,-70.0995,46.4,100,90,10.36,fog
427,Dutse,NG,11.7594,9.3392,76.93,11,100,3.29,overcast clouds
428,Colwyn Bay,GB,53.2948,-3.7267,35.01,86,32,4.27,scattered clouds
429,Carmo Do Paranaiba,BR,-19.0008,-46.3161,60.01,28,0,3.56,clear sky
430,Martinsville,US,36.6915,-79.8725,63.0,100,90,4.61,light rain
431,Moshny,UA,49.5147,31.7476,38.12,57,0,2.42,clear sky
432,Ayagoz,KZ,47.9714,80.4392,32.88,76,29,19.08,scattered clouds
433,Mana,GF,5.6592,-53.7767,77.47,87,100,6.49,moderate rain
434,Bulancak,TR,40.9372,38.2291,46.4,87,75,4.61,broken clouds
435,Kuching,MY,1.55,110.3333,75.2,100,40,4.61,light rain
436,Srednekolymsk,RU,67.45,153.6833,-0.49,83,100,9.84,overcast clouds
437,Krasnyy Chikoy,RU,50.3643,108.7512,30.04,41,100,10.49,overcast clouds
438,Zilair,RU,52.2332,57.4392,29.89,97,83,9.48,broken clouds
439,Severobaykalsk,RU,55.65,109.3167,18.1,57,2,3.18,clear sky
440,Santa Cruz,BO,-17.8,-63.1667,75.2,94,75,8.05,broken clouds
441,Velikodvorskiy,RU,55.25,40.6678,33.67,73,0,3.78,clear sky
442,Alofi,NU,-19.0595,-169.9187,82.4,74,11,5.75,few clouds
443,Nizhniy Kuranakh,RU,58.8353,125.4869,13.26,72,100,11.65,overcast clouds
444,Ust-Omchug,RU,61.15,149.6333,6.35,74,100,7.83,overcast clouds
445,Guerrero,MX,17.6667,-100.0,71.76,54,1,6.42,clear sky
446,Grand Gaube,MU,-20.0064,57.6608,79.0,76,100,5.99,overcast clouds
447,Dawei,MM,14.0833,98.2,86.16,63,47,0.78,scattered clouds
448,Alta Floresta,BR,-9.8756,-56.0861,71.76,95,23,2.06,few clouds
449,Mackay,AU,-21.15,149.2,88.0,58,15,4.61,few clouds
450,Cayenne,GF,4.9333,-52.3333,75.2,94,40,1.14,light rain
451,Nome,US,64.5011,-165.4064,14.0,57,90,16.11,overcast clouds
452,Saldanha,ZA,-33.0117,17.9442,60.8,82,100,9.64,overcast clouds
453,Banda Aceh,ID,5.5577,95.3222,82.87,74,17,5.35,few clouds
454,Kulhudhuffushi,MV,6.6221,73.07,82.6,71,18,2.55,few clouds
455,Ambagarh Chauki,IN,20.7833,80.7167,83.88,44,31,10.54,scattered clouds
456,Matay,EG,28.419,30.7792,50.25,56,0,7.99,clear sky
457,Morristown,US,36.214,-83.2949,60.8,100,75,11.25,fog
458,Durazno,UY,-33.4131,-56.5006,70.09,97,95,14.03,overcast clouds
459,Phan Thiet,VN,10.9333,108.1,86.41,57,67,11.05,broken clouds
460,Narsaq,GL,60.9167,-46.05,35.6,75,44,3.44,scattered clouds
461,Atambua,ID,-9.1061,124.8925,80.91,63,64,0.74,broken clouds
462,Shellbrook,CA,53.2168,-106.4011,44.6,42,75,17.27,broken clouds
463,Sokoni,TZ,-6.4333,39.55,77.0,94,20,8.05,moderate rain
464,Cabatuan,PH,10.8794,122.486,86.58,58,66,11.88,broken clouds
465,Altamont,US,42.2068,-121.7372,51.8,32,1,13.8,clear sky
466,Morondava,MG,-20.2833,44.2833,75.52,64,100,2.86,overcast clouds
467,Astoria,US,46.1879,-123.8313,46.4,53,75,13.8,broken clouds
468,Luena,AO,-11.7833,19.9167,57.22,95,53,2.68,broken clouds
469,Abu Kamal,SY,34.4506,40.9171,53.37,46,0,12.59,clear sky
470,Cherlak,RU,54.155,74.8055,34.03,83,100,8.16,overcast clouds
471,Noumea,NC,-22.2763,166.4572,81.0,89,75,6.91,broken clouds
472,Kondinskoye,RU,59.6481,67.41,37.06,97,100,13.67,overcast clouds
473,Barranca,PE,-10.75,-77.7667,68.72,85,100,4.52,overcast clouds
474,Isiolo,KE,0.3546,37.5822,67.12,80,92,6.6,overcast clouds
475,Herat,AF,34.5,62.0,59.0,41,0,3.44,clear sky
476,Misratah,LY,32.3754,15.0925,60.01,66,98,19.86,overcast clouds
477,Novyy Urengoy,RU,66.0833,76.6333,31.3,90,100,12.57,overcast clouds
478,Sisophon,KH,13.5859,102.9737,85.06,66,99,8.95,overcast clouds
479,Vostok,RU,46.4856,135.8833,53.29,31,82,9.51,broken clouds
480,Mehamn,NO,71.0357,27.8492,29.93,89,100,21.41,light snow
481,Camocim,BR,-2.9022,-40.8411,76.44,91,42,8.48,scattered clouds
482,Qasigiannguit,GL,68.8193,-51.1922,21.2,79,90,8.05,overcast clouds
483,Raudeberg,NO,61.9875,5.1352,33.01,90,88,9.55,overcast clouds
484,Mabay,PH,6.0577,124.4666,84.2,70,40,12.66,scattered clouds
485,Basak,PH,6.7274,124.1512,79.84,73,100,1.83,overcast clouds
486,Teya,RU,60.3778,92.6267,30.85,92,100,6.33,overcast clouds
487,Ponta Do Sol,PT,32.6667,-17.1,59.0,72,95,1.99,overcast clouds
488,Calvinia,ZA,-31.4707,19.776,67.89,30,96,2.13,overcast clouds
489,Klaksvik,FO,62.2266,-6.589,30.2,64,75,10.36,broken clouds
490,Montes Altos,BR,-5.8333,-47.0667,74.8,76,20,2.48,few clouds
491,College,US,64.8569,-147.8028,17.6,27,40,4.61,scattered clouds
492,Strezhevoy,RU,60.7333,77.5889,35.6,93,90,2.24,mist
493,La Ronge,CA,55.1001,-105.2842,32.0,100,100,5.75,light snow
494,La Cruz,MX,23.9167,-106.9,72.0,87,100,1.99,overcast clouds
495,Mao,ES,39.8885,4.2658,55.4,94,90,2.3,overcast clouds
496,Sakete,BJ,6.7362,2.6587,78.8,78,40,5.75,scattered clouds
497,Tarakan,ID,3.3,117.6333,84.2,79,40,5.75,scattered clouds
498,Imbituba,BR,-28.24,-48.6703,77.0,88,0,10.36,clear sky
499,Mayo,US,38.8876,-76.5119,62.6,82,1,8.05,clear sky
500,Magdalena,PH,14.1999,121.429,84.99,68,97,4.0,overcast clouds
501,Muli,MV,2.9167,73.5667,82.58,74,20,7.76,few clouds
502,Aykhal,RU,66.0,111.5,10.76,55,0,3.69,clear sky
503,Karratha,AU,-20.7377,116.8463,87.26,63,48,12.64,scattered clouds
504,Klyuchi,RU,52.2667,79.1667,35.53,75,7,14.92,clear sky
505,Karlskrona,SE,56.1616,15.5866,26.6,100,100,4.61,overcast clouds
506,Chapais,CA,49.7834,-74.8492,51.8,54,90,10.36,overcast clouds
507,Jasa Tomic,RS,45.4469,20.8553,53.6,32,0,13.8,clear sky
508,Pangnirtung,CA,66.1451,-65.7125,28.31,82,100,5.57,overcast clouds
509,Veraval,IN,20.9,70.3667,78.44,60,0,12.48,clear sky
510,Samarai,PG,-10.6167,150.6667,83.26,64,87,13.2,overcast clouds
511,Sikeston,US,36.8767,-89.5879,57.2,67,75,21.85,broken clouds
512,Pangody,RU,65.85,74.4859,34.66,91,100,11.54,overcast clouds
513,Eyl,SO,7.9803,49.8164,78.15,72,2,8.48,clear sky
514,Denpasar,ID,-8.65,115.2167,86.0,74,20,5.75,few clouds
515,Seymchan,RU,62.8833,152.4333,4.8,65,94,11.79,overcast clouds
516,Rimini,IT,44.0241,12.5186,53.01,100,90,1.14,overcast clouds
517,Solnechnyy,RU,50.7214,136.6319,45.79,69,100,6.93,light rain
518,Papara,BR,-3.9839,-38.7273,82.4,89,40,11.5,scattered clouds
519,Florianopolis,BR,-27.6146,-48.5012,77.0,88,0,10.36,clear sky
520,Bradenton,US,27.4989,-82.5748,66.99,100,1,6.91,clear sky
521,Bundaberg,AU,-24.85,152.35,84.2,45,91,8.05,overcast clouds
522,Biograd Na Moru,HR,43.9433,15.4519,48.2,66,0,6.91,clear sky
523,Padang,ID,-0.9492,100.3543,80.6,89,40,1.14,scattered clouds
524,Codrington,AU,-38.2667,141.9667,54.99,60,100,21.03,overcast clouds
525,Constantine,DZ,36.365,6.6147,55.4,71,75,10.36,broken clouds
526,Melfi,IT,40.9965,15.6514,44.6,42,75,9.22,broken clouds
527,Sabzevar,IR,36.2126,57.6819,64.58,28,68,9.13,broken clouds
528,Tianpeng,CN,30.9866,103.9393,57.2,100,40,2.24,scattered clouds
529,Qui Nhon,VN,13.7667,109.2333,81.5,72,89,7.07,overcast clouds
530,Fuyu,CN,45.1833,124.8167,61.29,36,70,9.37,broken clouds
531,Vilhena,BR,-12.7406,-60.1458,68.13,96,86,1.95,overcast clouds
532,Piacabucu,BR,-10.4056,-36.4344,77.2,86,21,7.25,few clouds
533,Leningradskiy,RU,69.3833,178.4167,-2.85,91,99,3.18,overcast clouds
534,Belaya Kholunitsa,RU,58.84,50.8528,33.62,97,100,2.33,overcast clouds
535,Develi,TR,38.3906,35.4922,30.2,100,90,5.1,snow
536,Yeppoon,AU,-23.1333,150.7333,86.0,66,72,5.75,broken clouds
537,Huarmey,PE,-10.0681,-78.1522,69.93,87,100,7.36,overcast clouds
538,Doctor Arroyo,MX,23.6667,-100.1833,67.35,47,76,7.07,broken clouds
539,Vincennes,FR,48.85,2.4333,46.4,100,90,6.91,overcast clouds
540,Labrea,BR,-7.2586,-64.7981,73.02,97,88,2.19,overcast clouds
541,Saint-Augustin,CA,51.226,-58.6502,37.08,94,100,15.5,overcast clouds
542,Sobolevo,RU,54.4299,31.8996,37.31,80,15,8.14,few clouds
543,Emporia,US,38.4039,-96.1817,57.2,44,1,8.05,clear sky
544,Khor,RU,47.8861,134.9464,54.9,32,100,18.28,overcast clouds
545,Itapetininga,BR,-23.5917,-48.0531,62.76,66,4,1.3,light rain
546,Mildura,AU,-34.2,142.15,61.0,39,75,12.66,broken clouds
547,Rio Grande,BR,-32.035,-52.0986,73.0,97,100,13.13,heavy intensity rain
548,Russell,US,32.3502,-85.1999,64.4,94,1,3.44,mist
549,Road Town,VG,18.4167,-64.6167,75.99,57,20,9.22,few clouds
550,Kiama,AU,-34.6833,150.8667,64.0,45,5,10.0,clear sky
551,Taoudenni,ML,22.6783,-3.9836,81.39,16,0,9.75,clear sky
552,Melipilla,CL,-33.7,-71.2167,59.0,76,0,2.3,clear sky
553,Ilinskoye-Khovanskoye,RU,56.9718,39.7684,37.4,52,0,6.71,clear sky
554,Novo Aripuana,BR,-5.1206,-60.3797,74.07,97,94,2.04,overcast clouds
555,Vallenar,CL,-28.5708,-70.7581,66.36,51,0,2.08,clear sky
556,Rockland,US,41.1668,-74.0496,60.01,81,100,3.42,overcast clouds
557,Krotoszyn,PL,51.6987,17.4374,45.0,94,98,8.19,overcast clouds
558,Progreso,MX,21.2833,-89.6667,79.41,83,0,9.55,clear sky
559,Xinzhi,CN,36.4989,111.7047,58.96,38,100,1.21,light rain
560,Verkhoyansk,RU,67.5447,133.385,-2.24,78,35,4.54,scattered clouds
561,Shelburne,CA,44.0787,-80.2041,59.0,58,100,7.81,overcast clouds
562,Kamenka,RU,51.3223,42.7678,39.0,93,99,12.21,overcast clouds
563,Zharkent,KZ,44.1628,80.0,58.19,35,20,4.79,few clouds
564,Dunedin,NZ,-45.8742,170.5036,64.13,62,96,4.36,overcast clouds
565,Kouango,CF,4.9934,19.9619,77.54,63,100,4.14,overcast clouds
566,Isangel,VU,-19.55,169.2667,87.8,70,40,11.5,scattered clouds
567,Mabaruma,GY,8.2,-59.7833,74.52,92,100,3.02,overcast clouds
568,Ilinskiy,RU,55.619,38.1182,36.0,74,0,4.47,clear sky
569,Presidente Epitacio,BR,-21.7633,-52.1156,72.37,42,1,5.64,clear sky
570,Wageningen,NL,51.9667,5.6667,37.99,100,90,11.5,light rain
571,Prudentopolis,BR,-25.2131,-50.9778,59.05,78,5,0.78,clear sky
572,Araouane,ML,18.9048,-3.5265,83.44,11,1,7.81,clear sky
573,Okakarara,NA,-20.5833,17.4333,57.99,48,0,5.53,clear sky
574,Gibara,CU,21.1097,-76.1317,77.0,73,0,11.5,clear sky
575,Rock Sound,BS,24.9,-76.2,76.14,67,4,14.99,clear sky
576,Hami,CN,42.8,93.45,56.08,34,100,11.56,overcast clouds
577,Merauke,ID,-8.4667,140.3333,83.23,71,23,5.57,few clouds
578,San Cristobal,VE,7.7669,-72.225,80.6,74,20,2.3,few clouds
579,Nemuro,JP,43.3236,145.575,53.6,26,0,10.36,clear sky
580,Byron Bay,AU,-28.65,153.6167,77.0,38,34,13.8,scattered clouds
581,Divnomorskoye,RU,44.5011,38.1353,43.92,89,100,6.76,moderate rain
582,Santa Maria,BR,-29.6842,-53.8069,82.4,54,0,6.91,clear sky
583,Vestmanna,FO,62.1564,-7.1664,30.2,64,75,10.36,broken clouds
584,Valparaiso,CL,-33.0393,-71.6273,59.0,58,0,19.57,clear sky
585,Hailey,US,43.5196,-114.3153,51.8,20,1,17.27,clear sky
586,Mountain Home,US,43.133,-115.6912,57.2,19,1,27.63,clear sky
587,Paka,MY,4.6374,103.4368,80.6,89,40,0.63,scattered clouds
588,Grindavik,IS,63.8424,-22.4338,33.8,100,75,16.11,light rain
589,Luangwa,ZM,-15.6167,30.4167,64.26,77,53,2.1,broken clouds
590,Ozernovskiy,RU,51.5,156.5167,29.66,67,6,19.64,clear sky
591,Adrar,MR,20.5022,-10.0711,74.57,24,0,12.8,clear sky
592,Pisa,IT,43.7155,10.3966,51.01,93,75,14.97,light rain
593,Sibu,MY,2.3,111.8167,75.2,88,40,2.3,light rain
594,Camopi,GF,3.1655,-52.3158,71.82,99,100,2.06,overcast clouds
595,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,75.85,60,0,4.03,clear sky
596,Milverton,CA,43.5668,-80.9164,62.01,72,100,5.99,overcast clouds
597,Viedma,AR,-40.8135,-62.9967,57.79,69,100,6.29,overcast clouds
598,Durban,ZA,-29.8579,31.0292,71.01,94,20,1.14,few clouds
599,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,82.0,87,100,3.31,overcast clouds
600,Moranbah,AU,-22.0016,148.0466,91.53,19,27,9.98,scattered clouds
601,Itarema,BR,-2.9248,-39.9167,80.1,82,15,12.88,few clouds
602,Lebu,CL,-37.6167,-73.65,51.3,87,6,6.98,clear sky
603,Mayskiy,RU,47.6931,40.1025,44.6,76,40,13.42,scattered clouds
604,Arlit,NE,18.7369,7.3853,77.29,10,0,1.5,clear sky
605,Tecpan,GT,14.7623,-90.9947,69.8,78,40,11.5,scattered clouds
606,Oga,IT,46.4631,10.347,46.0,100,75,3.44,broken clouds
607,Zhigansk,RU,66.7697,123.3711,5.79,79,1,16.75,clear sky
608,Shimoda,JP,34.6667,138.95,57.2,58,20,14.97,few clouds
609,Cuamba,MZ,-14.8031,36.5372,64.11,98,100,2.84,overcast clouds
610,Antofagasta,CL,-23.65,-70.4,62.6,77,75,9.22,broken clouds
611,Lapua,FI,62.9693,23.0088,30.0,88,8,3.0,clear sky
612,Killarney,IE,52.05,-9.5167,31.21,94,8,3.89,clear sky
613,Kosa,RU,59.9445,54.9977,33.69,99,100,2.68,overcast clouds
614,Westerland,DE,54.9079,8.3033,39.99,81,90,19.57,light rain
615,Lasa,IT,46.6166,10.7002,48.99,79,100,2.98,overcast clouds
616,Ekibastuz,KZ,51.6667,75.3667,34.29,85,26,13.56,scattered clouds
617,Severnoye,RU,56.3491,78.3619,31.39,96,100,3.29,overcast clouds
618,Eichstatt,DE,48.8833,11.1833,46.0,81,75,1.14,broken clouds
619,Xiamen,CN,24.4798,118.0819,71.6,49,75,2.24,broken clouds
620,Plettenberg Bay,ZA,-34.0527,23.3716,62.13,71,91,2.44,overcast clouds
621,Kvarkeno,RU,52.0833,59.725,34.59,99,96,6.73,overcast clouds
622,Ouargaye,BF,11.5033,0.0572,88.95,18,52,5.75,broken clouds
623,Cascais,PT,38.6979,-9.4215,61.0,91,0,8.1,clear sky
624,Isetskoye,RU,56.4858,65.3226,37.94,93,100,9.89,overcast clouds
625,Okhotsk,RU,59.3833,143.3,23.2,85,100,27.56,light snow
626,Goundi,TD,9.3627,17.366,85.35,27,83,3.87,broken clouds
627,Apastovo,RU,55.2029,48.5109,35.6,93,40,8.95,mist
628,Ambon,ID,-3.6954,128.1814,86.0,66,20,4.61,few clouds
629,Oum Hadjer,TD,13.2954,19.6966,78.13,8,1,11.14,clear sky
630,Guangyuan,CN,32.442,105.823,48.0,94,100,1.72,overcast clouds
631,Calabozo,VE,8.9242,-67.4293,81.46,60,100,1.48,overcast clouds
632,Rogers,US,36.3668,-95.5836,60.8,36,1,7.96,clear sky
633,Mach,PK,29.8637,67.3298,72.18,16,2,5.91,clear sky
634,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.66,71,0,2.91,clear sky
635,Chachapoyas,PE,-6.2317,-77.869,50.92,94,95,1.19,overcast clouds
636,Tsiroanomandidy,MG,-18.7667,46.0333,65.23,90,100,2.64,overcast clouds
637,Omboue,GA,-1.5746,9.2618,77.11,91,100,5.88,overcast clouds
638,Niquelandia,BR,-14.4739,-48.4597,69.21,80,0,2.93,clear sky
639,Yakovlevskoye,RU,55.4419,37.9506,36.0,64,0,6.71,clear sky
640,Pemberton,CA,50.3164,-122.8027,39.2,35,75,1.54,broken clouds
641,La Carolina,ES,38.2756,-3.6153,46.31,96,2,1.03,clear sky
642,Swift Current,CA,50.2834,-107.8014,39.2,75,90,19.57,overcast clouds
643,Dori,BF,14.0354,-0.0345,83.68,9,21,8.37,few clouds
644,Kochubey,RU,44.3861,46.5825,45.81,84,84,2.59,broken clouds
645,Saint-Francois,FR,46.4154,3.9054,51.8,71,0,6.91,clear sky
646,Chinsali,ZM,-10.5414,32.0816,61.05,97,100,5.3,overcast clouds
647,Oranjemund,NA,-28.55,16.4333,61.79,84,16,6.62,few clouds
648,Bathsheba,BB,13.2167,-59.5167,78.8,69,20,16.11,volcanic ash
649,Virginia Beach,US,36.8529,-75.978,64.4,72,90,10.36,overcast clouds
650,Puerto Ayacucho,VE,5.6639,-67.6236,73.36,94,79,0.74,broken clouds
651,Omaruru,NA,-21.4333,15.9333,63.5,40,0,8.57,clear sky
652,Sinnamary,GF,5.3833,-52.95,77.36,87,100,7.38,heavy intensity rain
653,Millet,CA,53.1001,-113.4687,28.4,100,90,19.57,snow
654,Thinadhoo,MV,0.5333,72.9333,83.32,68,71,10.13,broken clouds
655,Kolondieba,ML,11.0882,-6.8926,87.71,30,77,4.47,broken clouds
656,Yurla,RU,59.3259,54.3223,34.0,99,100,1.88,overcast clouds
657,Uribia,CO,11.7139,-72.266,82.2,62,100,16.37,overcast clouds
658,Georgiyevka,KZ,43.0369,74.7114,41.0,75,0,6.71,clear sky
659,Deputatskiy,RU,69.3,139.9,-5.04,82,10,4.0,clear sky
660,Bahia Blanca,AR,-38.7196,-62.2724,56.35,87,100,5.01,light rain
661,Parana,AR,-31.732,-60.5238,66.0,87,100,7.0,overcast clouds
662,Daigo,JP,36.7667,140.35,59.0,54,20,3.44,few clouds
663,Buchanan,LR,5.8808,-10.0467,79.68,88,69,6.06,broken clouds
664,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,100,75,18.68,mist
665,Warmbad,NA,-28.45,18.7333,75.54,32,0,2.53,clear sky
666,San Rafael,AR,-34.6177,-68.3301,51.3,78,1,8.97,clear sky
667,Khasan,RU,42.4308,130.6434,47.1,70,100,4.25,overcast clouds
668,Reading,GB,51.4562,-0.9711,36.0,86,90,4.61,overcast clouds
669,Pitimbu,BR,-7.4706,-34.8086,75.2,100,75,5.75,broken clouds
670,Ouegoa,NC,-20.35,164.4333,83.55,70,42,6.76,scattered clouds
671,Suhbaatar,MN,50.2314,106.2078,31.98,38,100,18.3,overcast clouds
672,Te Anau,NZ,-45.4167,167.7167,55.26,94,100,2.57,overcast clouds
673,Santa Cruz Del Sur,CU,20.7147,-77.9956,77.79,77,97,4.18,moderate rain
674,Zyryanka,RU,65.75,150.85,1.56,81,100,12.75,overcast clouds
675,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.42,97,73,1.03,broken clouds
676,Kampene,CD,-3.6,26.6667,66.58,98,100,1.57,overcast clouds
677,Youghal,IE,51.95,-7.8506,33.01,93,20,10.36,few clouds
678,Briancon,FR,44.9,6.65,39.99,82,100,1.99,light rain
679,Chulym,RU,55.0997,80.9572,31.5,99,100,4.59,overcast clouds
680,Dongsheng,CN,39.8161,109.9776,49.01,74,100,12.5,light rain
681,Waingapu,ID,-9.6567,120.2641,83.8,64,80,0.2,broken clouds
682,Bang Saphan,TH,11.2126,99.5117,84.99,100,75,2.73,broken clouds
683,Jardim,BR,-21.4803,-56.1381,76.05,61,0,0.96,clear sky
684,Maniitsoq,GL,65.4167,-52.9,28.24,92,96,3.58,overcast clouds
685,Mokhsogollokh,RU,61.4681,128.9203,16.63,88,100,10.45,light snow
686,Sebina,BW,-20.8667,27.25,57.27,75,0,7.4,clear sky
